NAME_x,white,state_x,county_x,tract,YEAR,NAME_y,black,state_y,county_y,NAME,hispanic,state,county,race_total,white_pct,black_pct,hispanic_pct,majority_race
"Census Tract 3017.01, Cook County, Illinois",401,17,31,301701,2020,"Census Tract 3017.01, Cook County, Illinois",0,17,31,"Census Tract 3017.01, Cook County, Illinois",3592,17,31,3993,0.10042574505384423,0.0,0.8995742549461557,hispanic
"Census Tract 3017.01, Cook County, Illinois",408,17,31,301701,2021,"Census Tract 3017.01, Cook County, Illinois",0,17,31,"Census Tract 3017.01, Cook County, Illinois",3139,17,31,3547,0.11502678319706794,0.0,0.8849732168029321,hispanic
Census Tract 3017.01; Cook County; Illinois,409,17,31,301701,2022,Census Tract 3017.01; Cook County; Illinois,0,17,31,Census Tract 3017.01; Cook County; Illinois,3702,17,31,4111,0.09948917538311847,0.0,0.9005108246168816,hispanic
Census Tract 3017.01; Cook County; Illinois,427,17,31,301701,2023,Census Tract 3017.01; Cook County; Illinois,0,17,31,Census Tract 3017.01; Cook County; Illinois,3648,17,31,4075,0.10478527607361963,0.0,0.8952147239263804,hispanic
"Census Tract 3017.02, Cook County, Illinois",116,17,31,301702,2018,"Census Tract 3017.02, Cook County, Illinois",0,17,31,"Census Tract 3017.02, Cook County, Illinois",4239,17,31,4355,0.02663605051664753,0.0,0.9733639494833525,hispanic
"Census Tract 3017.02, Cook County, Illinois",95,17,31,301702,2019,"Census Tract 3017.02, Cook County, Illinois",0,17,31,"Census Tract 3017.02, Cook County, Illinois",4526,17,31,4621,0.020558320709803072,0.0,0.9794416792901969,hispanic
"Census Tract 3017.02, Cook County, Illinois",119,17,31,301702,2020,"Census Tract 3017.02, Cook County, Illinois",0,17,31,"Census Tract 3017.02, Cook County, Illinois",3821,17,31,3940,0.03020304568527919,0.0,0.9697969543147208,hispanic
"Census Tract 3017.02, Cook County, Illinois",224,17,31,301702,2021,"Census Tract 3017.02, Cook County, Illinois",0,17,31,"Census Tract 3017.02, Cook County, Illinois",3370,17,31,3594,0.06232609905397885,0.0,0.9376739009460211,hispanic
Census Tract 3017.02; Cook County; Illinois,75,17,31,301702,2022,Census Tract 3017.02; Cook County; Illinois,0,17,31,Census Tract 3017.02; Cook County; Illinois,4011,17,31,4086,0.018355359765051395,0.0,0.9816446402349486,hispanic
Census Tract 3017.02; Cook County; Illinois,91,17,31,301702,2023,Census Tract 3017.02; Cook County; Illinois,0,17,31,Census Tract 3017.02; Cook County; Illinois,4231,17,31,4322,0.02105506709856548,0.0,0.9789449329014345,hispanic
"Census Tract 3018.01, Cook County, Illinois",216,17,31,301801,2018,"Census Tract 3018.01, Cook County, Illinois",1,17,31,"Census Tract 3018.01, Cook County, Illinois",3394,17,31,3611,0.05981722514538909,0.00027693159789531985,0.9399058432567156,hispanic
"Census Tract 3018.01, Cook County, Illinois",175,17,31,301801,2019,"Census Tract 3018.01, Cook County, Illinois",2,17,31,"Census Tract 3018.01, Cook County, Illinois",3377,17,31,3554,0.04924029262802476,0.0005627462014631402,0.9501969611705121,hispanic
"Census Tract 3018.01, Cook County, Illinois",48,17,31,301801,2020,"Census Tract 3018.01, Cook County, Illinois",2,17,31,"Census Tract 3018.01, Cook County, Illinois",4372,17,31,4422,0.010854816824966078,0.0004522840343735866,0.9886928991406604,hispanic
"Census Tract 3018.01, Cook County, Illinois",88,17,31,301801,2021,"Census Tract 3018.01, Cook County, Illinois",2,17,31,"Census Tract 3018.01, Cook County, Illinois",4029,17,31,4119,0.021364408837096383,0.00048555474629764507,0.9781500364166059,hispanic
Census Tract 3018.01; Cook County; Illinois,74,17,31,301801,2022,Census Tract 3018.01; Cook County; Illinois,2,17,31,Census Tract 3018.01; Cook County; Illinois,4010,17,31,4086,0.01811062163485071,0.0004894762604013706,0.9813999021047479,hispanic
Census Tract 3018.01; Cook County; Illinois,47,17,31,301801,2023,Census Tract 3018.01; Cook County; Illinois,2,17,31,Census Tract 3018.01; Cook County; Illinois,4310,17,31,4359,0.010782289515944024,0.0004588208304657031,0.9887588896535903,hispanic
"Census Tract 3018.02, Cook County, Illinois",54,17,31,301802,2018,"Census Tract 3018.02, Cook County, Illinois",30,17,31,"Census Tract 3018.02, Cook County, Illinois",3417,17,31,3501,0.015424164524421594,0.00856898029134533,0.976006855184233,hispanic
"Census Tract 3018.02, Cook County, Illinois",68,17,31,301802,2019,"Census Tract 3018.02, Cook County, Illinois",33,17,31,"Census Tract 3018.02, Cook County, Illinois",3313,17,31,3414,0.01991798476859988,0.009666080843585237,0.9704159343878149,hispanic
"Census Tract 3018.02, Cook County, Illinois",59,17,31,301802,2020,"Census Tract 3018.02, Cook County, Illinois",25,17,31,"Census Tract 3018.02, Cook County, Illinois",2653,17,31,2737,0.021556448666423093,0.009134088417975887,0.969309462915601,hispanic
"Census Tract 3018.02, Cook County, Illinois",85,17,31,301802,2021,"Census Tract 3018.02, Cook County, Illinois",30,17,31,"Census Tract 3018.02, Cook County, Illinois",2645,17,31,2760,0.030797101449275364,0.010869565217391304,0.9583333333333334,hispanic
Census Tract 3018.02; Cook County; Illinois,78,17,31,301802,2022,Census Tract 3018.02; Cook County; Illinois,11,17,31,Census Tract 3018.02; Cook County; Illinois,2534,17,31,2623,0.029736942432329393,0.0041936713686618375,0.9660693861990087,hispanic
Census Tract 3018.02; Cook County; Illinois,55,17,31,301802,2023,Census Tract 3018.02; Cook County; Illinois,1,17,31,Census Tract 3018.02; Cook County; Illinois,2435,17,31,2491,0.022079486150140507,0.0004014452027298274,0.9775190686471297,hispanic
"Census Tract 3018.03, Cook County, Illinois",151,17,31,301803,2018,"Census Tract 3018.03, Cook County, Illinois",147,17,31,"Census Tract 3018.03, Cook County, Illinois",4702,17,31,5000,0.0302,0.0294,0.9404,hispanic
"Census Tract 3018.03, Cook County, Illinois",156,17,31,301803,2019,"Census Tract 3018.03, Cook County, Illinois",0,17,31,"Census Tract 3018.03, Cook County, Illinois",4267,17,31,4423,0.03527017861180194,0.0,0.9647298213881981,hispanic
"Census Tract 3018.03, Cook County, Illinois",123,17,31,301803,2020,"Census Tract 3018.03, Cook County, Illinois",0,17,31,"Census Tract 3018.03, Cook County, Illinois",3424,17,31,3547,0.03467719199323372,0.0,0.9653228080067663,hispanic
