NAME_x,white,state_x,county_x,tract,YEAR,NAME_y,black,state_y,county_y,NAME,hispanic,state,county,race_total,white_pct,black_pct,hispanic_pct,majority_race
"Census Tract 1609, Cook County, Illinois",1450,17,31,160900,2019,"Census Tract 1609, Cook County, Illinois",79,17,31,"Census Tract 1609, Cook County, Illinois",704,17,31,2233,0.6493506493506493,0.03537841468875952,0.31527093596059114,white
"Census Tract 1609, Cook County, Illinois",1399,17,31,160900,2020,"Census Tract 1609, Cook County, Illinois",56,17,31,"Census Tract 1609, Cook County, Illinois",766,17,31,2221,0.629896443043674,0.025213867627194957,0.344889689329131,white
"Census Tract 1609, Cook County, Illinois",1286,17,31,160900,2021,"Census Tract 1609, Cook County, Illinois",81,17,31,"Census Tract 1609, Cook County, Illinois",867,17,31,2234,0.5756490599820949,0.03625783348254252,0.38809310653536255,white
Census Tract 1609; Cook County; Illinois,1451,17,31,160900,2022,Census Tract 1609; Cook County; Illinois,59,17,31,Census Tract 1609; Cook County; Illinois,525,17,31,2035,0.713022113022113,0.028992628992628992,0.257985257985258,white
Census Tract 1609; Cook County; Illinois,1500,17,31,160900,2023,Census Tract 1609; Cook County; Illinois,59,17,31,Census Tract 1609; Cook County; Illinois,483,17,31,2042,0.7345739471106758,0.02889324191968658,0.2365328109696376,white
"Census Tract 1610, Cook County, Illinois",1271,17,31,161000,2018,"Census Tract 1610, Cook County, Illinois",53,17,31,"Census Tract 1610, Cook County, Illinois",757,17,31,2081,0.6107640557424315,0.025468524747717443,0.36376741950985103,white
"Census Tract 1610, Cook County, Illinois",1300,17,31,161000,2019,"Census Tract 1610, Cook County, Illinois",42,17,31,"Census Tract 1610, Cook County, Illinois",680,17,31,2022,0.6429277942631059,0.020771513353115726,0.3363006923837784,white
"Census Tract 1610, Cook County, Illinois",1335,17,31,161000,2020,"Census Tract 1610, Cook County, Illinois",52,17,31,"Census Tract 1610, Cook County, Illinois",670,17,31,2057,0.6490034030140982,0.025279533300923675,0.3257170636849781,white
"Census Tract 1610, Cook County, Illinois",1356,17,31,161000,2021,"Census Tract 1610, Cook County, Illinois",43,17,31,"Census Tract 1610, Cook County, Illinois",573,17,31,1972,0.6876267748478702,0.0218052738336714,0.2905679513184584,white
Census Tract 1610; Cook County; Illinois,1348,17,31,161000,2022,Census Tract 1610; Cook County; Illinois,35,17,31,Census Tract 1610; Cook County; Illinois,440,17,31,1823,0.7394404827207899,0.019199122325836534,0.24136039495337355,white
Census Tract 1610; Cook County; Illinois,1328,17,31,161000,2023,Census Tract 1610; Cook County; Illinois,2,17,31,Census Tract 1610; Cook County; Illinois,393,17,31,1723,0.7707486941381312,0.0011607661056297156,0.2280905397562391,white
"Census Tract 1611, Cook County, Illinois",1293,17,31,161100,2018,"Census Tract 1611, Cook County, Illinois",138,17,31,"Census Tract 1611, Cook County, Illinois",325,17,31,1756,0.7363325740318907,0.0785876993166287,0.18507972665148065,white
"Census Tract 1611, Cook County, Illinois",1267,17,31,161100,2019,"Census Tract 1611, Cook County, Illinois",143,17,31,"Census Tract 1611, Cook County, Illinois",367,17,31,1777,0.7129994372537986,0.08047270680922904,0.20652785593697243,white
"Census Tract 1611, Cook County, Illinois",1347,17,31,161100,2020,"Census Tract 1611, Cook County, Illinois",119,17,31,"Census Tract 1611, Cook County, Illinois",389,17,31,1855,0.726145552560647,0.06415094339622641,0.20970350404312668,white
"Census Tract 1611, Cook County, Illinois",1446,17,31,161100,2021,"Census Tract 1611, Cook County, Illinois",156,17,31,"Census Tract 1611, Cook County, Illinois",417,17,31,2019,0.7161961367013373,0.07726597325408618,0.2065378900445765,white
Census Tract 1611; Cook County; Illinois,1368,17,31,161100,2022,Census Tract 1611; Cook County; Illinois,129,17,31,Census Tract 1611; Cook County; Illinois,363,17,31,1860,0.7354838709677419,0.06935483870967742,0.19516129032258064,white
Census Tract 1611; Cook County; Illinois,1299,17,31,161100,2023,Census Tract 1611; Cook County; Illinois,114,17,31,Census Tract 1611; Cook County; Illinois,390,17,31,1803,0.7204658901830283,0.0632279534109817,0.21630615640599002,white
"Census Tract 1612, Cook County, Illinois",910,17,31,161200,2018,"Census Tract 1612, Cook County, Illinois",21,17,31,"Census Tract 1612, Cook County, Illinois",1963,17,31,2894,0.3144436765722184,0.007256392536281963,0.6782999308914996,hispanic
"Census Tract 1612, Cook County, Illinois",942,17,31,161200,2019,"Census Tract 1612, Cook County, Illinois",26,17,31,"Census Tract 1612, Cook County, Illinois",1982,17,31,2950,0.3193220338983051,0.008813559322033898,0.671864406779661,hispanic
